#{"t_start": 1781727376.9474878, "env_id": "EPuckLidarParkingEnv-v0"}
r,l,t
107.239122,97,10777.852069
102.103717,92,10780.132205
103.591663,99,10782.546352
102.5492,75,10784.498813
105.027721,87,10787.257543
104.514715,94,10789.548417
102.740471,101,10792.189407
101.721763,97,10794.709907
101.830244,71,10796.604609
102.573914,92,10798.937999
103.952117,82,10801.650375
102.538839,90,10803.950976
108.942888,87,10806.042375
103.474566,90,10809.384458
109.208433,78,10811.36012
102.707707,77,10813.235592
103.727853,85,10815.29208
103.914511,100,10817.685786
98.849398,91,10819.888831
109.554989,84,10821.877212
105.090918,84,10824.384426
108.493119,78,10826.665329
104.62842,78,10828.725591
103.210158,77,10830.72245
107.769947,79,10832.802244
108.260822,88,10834.901593
103.712129,93,10837.302974
102.26935,76,10839.152434
105.003555,92,10841.412685
103.058862,85,10843.785655
109.246044,83,10845.813776
101.146046,93,10848.056466
102.488265,87,10850.80836
102.979019,79,10852.824078
107.559864,84,10854.949541
108.572533,90,10857.284258
102.637307,76,10859.154445
104.153075,89,10861.504851
106.049261,79,10863.474486
103.193424,85,10865.517608
106.670493,91,10867.80066
103.875161,89,10870.061837
101.538441,94,10872.377477
102.454839,86,10874.525427
103.378866,74,10876.831578
105.654338,100,10879.280986
104.312832,77,10881.187532
102.067054,73,10882.921898
110.88012,92,10885.191136
101.109678,76,10887.074073
104.261704,84,10889.088116
106.758455,89,10891.275388
111.758206,81,10893.236176
102.910859,104,10895.951666
102.335005,77,10897.920234
102.64706,89,10900.244335
103.043861,94,10903.109935
105.204533,76,10904.970393
108.179183,80,10907.024971
103.392334,77,10908.937655
104.768693,85,10911.112584
104.712795,89,10913.256439
101.704055,94,10915.572548
103.712952,79,10917.523038
103.140191,92,10919.901512
97.882855,81,10921.915897
103.446965,73,10923.723505
103.901663,88,10925.814233
102.585936,89,10928.48646
100.243234,87,10930.731214
111.772486,101,10933.216426
107.313255,84,10935.285937
106.868248,73,10937.117255
102.616781,87,10939.248353
109.657536,81,10941.180849
107.938447,82,10943.299919
105.330156,72,10947.098545
103.962219,96,10949.514102
104.944801,77,10951.451285
103.0426,83,10953.622936
110.725215,77,10955.580601
105.688422,84,10957.716482
104.888318,103,10960.696097
103.392753,89,10962.918125
106.865902,71,10965.150602
103.079657,87,10967.333424
102.745875,79,10969.279559
105.428171,101,10971.919421
103.851685,81,10973.892707
108.569029,78,10975.809128
101.849837,72,10977.567957
103.374611,89,10979.782111
102.628621,102,10982.348351
103.531126,82,10984.294045
107.995945,74,10986.044352
103.904593,83,10988.062109
107.020055,79,10990.448656
102.208184,81,10992.469326
99.890329,97,10995.101275
102.157114,90,10997.246998
103.25903,84,10999.292714
107.795067,92,11002.257322
105.571245,98,11005.116318
113.328624,103,11007.775415
104.822434,91,11010.069785
105.825253,94,11012.534915
103.456143,101,11015.260745
101.670038,70,11017.012604
101.551219,70,11019.323909
104.94385,71,11021.25014
107.392852,74,11023.209293
100.97272,100,11025.901472
103.149537,79,11027.968548
101.701668,73,11029.787319
110.054629,98,11032.437409
104.855739,75,11034.530346
102.847457,90,11036.836111
102.447078,78,11038.989755
103.485986,85,11041.156086
105.608461,85,11043.476779
97.008181,94,11046.339028
104.397225,98,11048.835989
101.730571,81,11050.86706
102.666881,68,11052.682261
102.666447,93,11055.094096
103.462576,98,11057.582959
101.909235,84,11060.084696
100.079069,75,11062.076278
107.103486,76,11064.097229
104.054249,71,11065.942128
103.805877,97,11068.393744
103.318707,70,11070.272336
108.552649,102,11073.448739
107.233302,87,11075.677884
102.03428,81,11077.876318
109.239338,71,11079.678506
107.926622,85,11081.825828
104.047062,75,11083.790334
101.067129,85,11086.100961
108.690706,81,11090.172781
104.257242,98,11092.748745
102.901805,76,11094.976661
103.302928,85,11097.130653
102.019323,72,11098.903909
103.505725,92,11101.368298
102.14452,82,11103.613465
105.995636,92,11105.945789
103.358931,74,11107.970114
108.67852,78,11110.244045
103.167021,74,11112.799512
103.219181,91,11115.126937
104.314113,70,11116.919478
110.117549,86,11119.151932
104.49523,96,11121.593815
105.367029,94,11123.935218
106.032196,74,11125.810547
101.483235,90,11128.083826
102.519324,73,11129.952119
107.28136,90,11132.200471
104.342087,85,11134.334338
104.588786,82,11136.387992
104.697935,77,11138.872597
103.788946,73,11140.872671
102.441041,80,11143.047964
107.614722,87,11145.435847
101.7412,93,11147.971652
103.276637,95,11150.382746
105.590101,87,11152.588154
107.319654,101,11155.146217
108.127776,88,11157.599283
101.724706,95,11159.986332
105.247259,78,11161.972681
102.829874,93,11164.40305
105.010415,96,11167.339424
101.491499,84,11169.498478
112.437955,91,11171.95533
103.435736,86,11174.28486
104.374302,77,11176.227726
102.747372,77,11178.155183
105.542221,98,11180.735666
100.990425,94,11183.138579
101.461881,88,11185.489001
102.725262,86,11187.831682
107.137742,73,11189.906398
101.379325,86,11192.153994
103.003417,82,11194.841725
98.59956,81,11196.880152
101.33979,95,11199.44893
105.232609,72,11201.343802
-92.732445,80,11203.574981
101.095162,83,11205.885127
104.269046,85,11208.16233
106.205173,93,11210.619595
101.296343,75,11212.585943
98.399161,103,11215.201311
99.465605,91,11217.468305
104.778546,77,11219.608748
109.087833,85,11222.378215
100.474719,94,11224.81864
99.639392,94,11227.400878
108.817006,77,11229.609151
108.345561,89,11231.966029
106.308068,95,11235.472345
108.871869,81,11237.539274
103.871954,89,11239.876812
102.939898,77,11241.98595
109.690282,84,11244.118254
104.013391,90,11246.756345
102.95494,91,11249.048306
101.856214,90,11251.346802
103.833272,78,11253.418911
109.455479,82,11255.496409
103.084635,78,11257.55804
105.795578,76,11260.205483
101.792786,85,11262.364446
104.419344,76,11264.279062
108.28856,88,11266.509656
102.359199,81,11268.713508
102.85095,89,11271.122689
103.545141,91,11273.609693
102.801521,79,11275.645449
103.620884,83,11277.849446
107.556064,96,11280.486162
103.191955,75,11282.418677
99.09311,88,11284.744471
103.971268,82,11287.383302
106.061072,81,11289.458525
109.89847,89,11291.913064
102.184366,73,11293.933557
104.073661,72,11295.800533
103.380205,93,11298.326538
109.747893,77,11300.516603
105.188405,83,11302.868763
101.68214,97,11305.574537
102.87073,85,11307.776486
101.592174,79,11309.879745
106.029399,94,11312.299052
107.57677,82,11314.494047
103.76237,83,11317.334919
103.216996,88,11319.575024
102.471992,87,11321.809687
105.014015,79,11323.832942
106.234846,83,11325.919181
102.004037,100,11328.434331
106.553312,99,11330.946892
101.254242,74,11332.88188
104.834607,94,11335.380351
102.946444,86,11337.652525
108.029344,76,11339.768995
101.413024,99,11342.87891
103.470771,92,11345.168214
102.717882,83,11347.243301
101.889245,89,11349.48612
111.866022,81,11351.52609
106.297066,91,11353.797832
105.921473,74,11355.6947
110.764639,94,11358.304601
109.327986,77,11360.418936
104.058393,82,11362.562824
105.332921,81,11364.778915
102.528273,95,11367.185668
100.134122,84,11369.830015
101.925919,95,11372.26102
102.147387,72,11374.242895
108.006569,92,11376.724107
103.848562,82,11380.425258
103.19794,88,11382.607697
104.018179,90,11384.869129
103.340192,95,11387.16372
103.365788,76,11389.068848
103.372778,68,11390.811991
110.873966,74,11392.864726
103.105389,81,11395.101211
102.055597,76,11397.305074
102.794996,72,11399.119825
103.418107,90,11401.433519
107.472187,81,11403.626449
105.572148,91,11405.890216
100.116102,83,11408.548047
108.009287,70,11410.303691
102.073746,87,11412.633464
101.532977,82,11414.92579
104.020901,86,11417.29325
98.729594,86,11419.650458
106.317768,101,11422.626668
102.522285,91,11425.001181
103.200436,95,11427.513809
107.455209,77,11429.622116
113.07663,91,11432.104756
104.655544,74,11433.998428
105.036957,84,11436.678182
100.723871,92,11438.976994
107.778118,99,11441.505025
100.768171,83,11443.65885
103.830741,76,11445.601145
103.284717,84,11447.713376
103.650806,77,11449.766941
103.978435,98,11452.399817
101.690173,87,11454.667027
101.118378,80,11456.775149
101.92775,72,11458.814277
109.734561,84,11461.132313
108.807447,93,11464.07132
103.358311,69,11465.78038
102.813438,75,11467.675778
102.156944,88,11469.894241
107.836829,90,11472.29529
101.918454,75,11474.220073
109.39164,81,11476.483498
106.643053,70,11478.260039
101.487358,75,11480.311873
103.230729,81,11482.539622
103.899221,94,11485.112696
101.371842,87,11487.301687
107.080024,72,11489.166954
102.693956,81,11491.846519
102.922834,90,11494.308846
-99.689701,28,11495.0714
102.923971,82,11497.367755
101.170287,93,11499.854369
102.936726,87,11502.107351
101.503891,83,11504.375226
109.680901,93,11506.802819
100.968299,89,11509.281951
101.869944,72,11511.190599
101.769118,103,11513.873244
100.746695,78,11515.83006
103.02558,86,11518.551321
102.663529,91,11520.894912
105.899475,78,11522.929672
106.827183,73,11525.932384
-94.017808,84,11528.189186
102.69793,73,11530.086701
106.419641,90,11532.316193
108.34254,78,11534.252248
103.190105,83,11536.368737
102.77498,72,11538.246913
109.855864,94,11540.801037
100.128726,95,11543.402236
102.74354,94,11547.13019
-91.301368,85,11550.135933
101.983691,89,11553.269957
106.865836,81,11556.186912
103.757204,86,11558.702574
103.933455,88,11562.259725
100.847255,79,11564.751665
101.265886,76,11566.743351
102.860093,82,11568.934469
102.807009,76,11571.095937
107.326106,83,11573.355516
102.40238,85,11575.622301
101.408768,99,11578.340134
103.06657,75,11580.358721
104.422773,83,11582.655872
103.269207,95,11585.544989
104.229057,90,11588.182523
101.699494,91,11591.05284
106.883856,83,11593.329391
108.079898,104,11596.112767
107.370249,100,11598.797607
103.866754,94,11601.200233
102.059081,77,11603.202139
108.076839,94,11605.615347
102.327727,79,11607.748102
102.509873,72,11609.827075
105.575018,70,11611.855973
101.451812,78,11614.095219
105.064817,80,11616.220485
108.412514,74,11618.72434
104.151087,71,11620.557674
105.091081,71,11622.370295
110.187849,89,11624.751866
103.650003,95,11627.213717
104.077324,73,11629.03622
104.823966,73,11631.036652
103.127246,88,11633.477655
103.644164,88,11635.997756
104.262122,74,11637.970815
100.147619,97,11640.491364
109.971076,75,11642.388582
103.28886,84,11644.624315
105.257491,74,11646.958287
101.613406,90,11649.297503
99.455577,79,11651.288878
107.112428,78,11653.272976
105.480778,97,11655.852591
97.862493,84,11658.088942
107.912729,82,11660.215276
111.673775,89,11662.650429
103.523812,94,11665.338228
105.191512,86,11667.518182
101.483006,104,11670.150969
100.508141,92,11673.1676
100.946576,73,11675.096606
106.497547,70,11677.216328
111.117439,92,11679.529229
106.081919,86,11681.676371
-97.127643,82,11683.920866
101.403666,74,11686.150568
105.636316,82,11688.47789
103.573387,78,11690.428795
102.493525,77,11692.373359
103.154569,82,11694.667446
105.930281,95,11697.435689
108.464542,74,11699.381966
105.445361,69,11701.284555
103.026626,100,11704.122447
107.103905,76,11706.067975
105.520193,90,11708.370311
106.108401,76,11710.318585
105.751249,78,11712.828349
102.368104,94,11715.201699
102.784643,76,11717.111067
102.274238,92,11719.537276
102.233996,77,11721.524888
110.369328,81,11723.60327
108.643149,81,11725.769416
101.561811,88,11728.38179
101.665534,94,11730.78069
99.542967,76,11732.689806
100.316731,83,11734.827116
100.312254,89,11737.065247
102.166558,89,11739.852064
104.355045,82,11741.977867
-93.261774,98,11744.536881
98.088574,92,11747.037476
99.98532,78,11749.013352
102.16768,89,11751.292498
104.987994,88,11753.51216
103.727818,86,11755.719016
107.628012,95,11758.07322
103.003208,71,11759.871777
101.912794,84,11761.991209
101.205066,72,11763.824373
109.442712,72,11766.243628
106.046217,92,11768.689339
102.38211,82,11770.904675
108.803572,74,11772.76638
102.867689,95,11775.183219
106.237561,95,11777.599413
101.9341,90,11779.946754
101.685764,94,11782.387744
106.886913,95,11784.871716
102.793847,80,11786.935597
110.866613,97,11789.774713
103.88485,75,11791.729837
106.016995,72,11794.103558
106.404736,88,11796.301754
102.532974,87,11798.516117
109.972234,85,11800.976196
103.207796,78,11803.558337
103.566981,76,11806.000252
103.934929,97,11809.236719
107.969861,80,11811.612502
102.700145,95,11814.625967
109.49522,88,11817.531161
103.032664,94,11820.723375
103.699541,80,11823.310081
105.827672,77,11826.095956
103.646372,79,11828.814112
103.286191,81,11832.105026
103.011204,80,11835.127598
105.059856,94,11837.75459
103.24824,76,11840.430274
101.788908,91,11843.065889
105.586596,72,11845.154502
108.458086,91,11847.616404
103.873599,92,11851.269459
101.334205,84,11854.794939
99.710649,84,11857.88203
103.321732,81,11860.638916
105.881962,89,11863.98934
103.041018,95,11867.534745
101.419196,82,11870.18457
111.563358,83,11872.585994
104.612367,77,11875.671677
103.180168,78,11878.59756
107.614388,84,11880.885078
102.19085,77,11883.223674
102.896721,93,11885.889276
101.350619,78,11888.36928
105.752038,75,11890.659416
106.231156,76,11893.144673
108.204562,93,11895.825833
106.025755,73,11898.094878
101.029009,80,11900.186839
106.973951,89,11902.819879
101.66676,92,11906.32454
104.554401,91,11909.635514
102.883887,100,11913.318831
105.374427,78,11916.034363
102.134987,87,11918.410259
104.704084,74,11920.675557
101.820166,88,11923.716372
109.52273,84,11927.076146
104.685597,75,11932.12786
104.965879,74,11934.998391
104.354961,81,11937.80857
102.668569,75,11940.279713
102.370908,73,11942.68793
110.501477,74,11946.542461
103.429345,85,11949.954096
102.95005,100,11953.443194
103.156639,75,11955.987097
106.903051,86,11959.22858
102.431239,91,11963.351923
102.632245,84,11967.085196
101.30741,78,11970.037319
99.60312,85,11973.178556
105.097699,81,11975.7634
103.111841,80,11978.522274
102.529361,76,11980.773949
104.351803,71,11983.804334
113.507102,96,11986.713306
106.144326,80,11989.192498
96.147447,91,11991.96755
106.22826,97,11995.330383
105.271076,92,11998.734055
101.747184,96,12002.734227
101.638988,89,12005.870224
106.075522,78,12008.802655
103.889213,73,12011.193467
103.141959,72,12013.512437
108.922249,87,12016.480313
106.547457,93,12019.477736
105.488742,97,12022.571574
103.934433,78,12024.801322
109.462167,93,12027.583227
104.214597,86,12030.252402
107.975243,84,12033.548084
103.008819,85,12036.241306
105.342595,92,12039.186237
102.28892,75,12041.622533
104.922533,83,12044.143454
101.539226,76,12046.581165
108.821779,81,12049.319169
100.474249,77,12051.607397
104.931282,74,12053.915852
102.344871,93,12056.85718
105.784456,100,12060.497011
98.877072,85,12064.092726
104.251866,78,12067.28389
101.41872,84,12069.905232
104.731934,75,12072.516133
111.924961,85,12075.436974
105.557952,68,12077.612204
103.967635,86,12080.443812
101.694772,85,12083.247329
100.850228,75,12085.566839
102.964926,89,12088.741214
102.733357,73,12091.053222
108.104722,88,12096.207453
109.054631,77,12099.445917
101.919813,92,12102.646734
102.803905,91,12106.54245
102.674572,72,12109.014841
107.375235,74,12111.5344
101.511181,98,12115.251638
111.071364,81,12117.97981
102.886756,83,12120.724921
102.381317,94,12123.925389
105.627559,83,12126.670694
105.861373,81,12129.462039
102.105561,76,12132.008745
105.052647,96,12135.351239
103.065844,83,12138.81617
105.588832,83,12142.106104
105.622735,83,12144.527735
-97.35191,87,12147.021118
99.343911,102,12149.943272
104.036147,90,12152.67232
106.03842,73,12154.790443
